lesson,md_file,id,gs_name,cnum,course,lesson_name,mod_time_gs,img_dir,has_img_dir,all_images_exist,pdf,pdf_pages,n_pngs,pdf_png_match,mod_time_pngs,gs_more_recent,scr_file,has_scr_file,scr_para_length,scr_png_match,yt_md_link,has_vid_link,vid_file,has_vid_file,mod_time_vid,vid_more_recent,yt_md_ID
00_what_is_a_chromebook,manuscript/00_what_is_a_chromebook.md,1GMZhK8UFRljEGRFfcj2Uy358E7DYUf3Asi_UtPeYY88,00_chromebookintro_what_is_a_chromebook,00,chromebookintro,what_is_a_chromebook,2018-05-10T14:34:18Z,manuscript/resources/images/00_what_is_a_chromebook,TRUE,TRUE,manuscript/resources/images/00_what_is_a_chromebook/00_chromebookintro_what_is_a_chromebook.pdf,11,11,TRUE,2018-05-18T17:39:05Z,FALSE,scripts/00_what_is_a_chromebook_script.md,TRUE,11,TRUE,
